1	1990	NVSQ	19:01	Children as Citizens in Training: Political Socialization for a Strong Democracy	"The author analyzed the content of three popular prime-time television programs and the California state school system's social science curriculum to determine their possible effect on the development of political efficacy in children. The findings were checked by conducting focus groups with children. This exploratory research suggests that participation in a youth service organization is a more potent agent for the transference of knowledge, values, and skills relating to political efficacy and civic voluntarism than either television or formal education."
2	1990	NVSQ	19:01	Volunteers Life-Styles: Market Segmentation Based on Volunteers Role Choices	"This study applies market segmentation techniques to the problem of volunteer recruitment and retention in nonprofit voluntary organizations. Four types of volunteer roles are studied: direct service, leadership, general support, and member-at-large. A mail survey is analyzed, and the conclusion is reached that the volunteer market can be meaningfully segmented and that knowledge of volunteers differing life-styles can lead to the effective targeting of particular groups."
3	1990	NVSQ	19:01	Privatization and Its Impact on Nonprofit Service Providers	"This paper examines privatization as a multidimensional phenomenon that has broad ramifications for the planning, funding, and provision of human services. Historical changes in the balance of public and private services and the current expansion of the private sector's role are reviewed. A conceptual framework illustrates dynamics brought on by privatization that may lead to increased inter-agency competition for contract-eligible and fee-for-service clients. The paper concludes with a discussion of the potential effect of these dynamics on clients who cannot pay."
4	1990	NVSQ	19:01	"Multiple Forms of Volunteer Activity in the Public Sector: Functional, Structural, and Policy Dimensions"	"Growing use of volunteers in public programs has outstripped our understanding of the behavioral, structural, and policy effects of citizen inputs of time, fiscal resources, and influence. A reconsideration of the functional roles of volunteers and their linkages with public agencies is needed."
5	1990	NVSQ	19:01	Responsibility for Critical Events in Nonprofit Organizations	The commonplace view of nonprofit organizations sees the board in control and responsible for the governance and outcomes of important events in the organization. This point of view is empirically examined by analyzing how chief executives of nonprofit organizations and their board presidents attribute responsibility for outcomes of critical incidents. The results suggest both chief executives and board presidents believe in the psychological centrality of the chief executive in a hierarchy of responsibility for organizational outcomes. The authors discuss how those in responsible positions in nonprofit organizations come to understand and explain the reality of their organizational experience and raise the implications for a theory of nonprofit organizations.
6	1990	NVSQ	19:02	Corporate Philanthropy: Strategic Responses to the Firm's Stakeholders	"Corporate decisions about philanthropic contributions have become more strategic in recent years. Contributions aim not only to benefit recipient nonprofit organizations but also to fulfill major business objectives. This article develops a typology of strategic corporate philanthropy that distinguishes between strategic process and three strategic outcomes. It reports the extent of strategic philanthropy categories in an exploratory study of large firms headquartered in the San Francisco Bay Area. Relationships between strategic philanthropy and industry sector, organizational placement of the philanthropy function, firm age, and firm size are identified."
7	1990	NVSQ	19:02	Realigning Corporate Giving: Problems in the Nonprofit Sector for Community Development Corporations	"Corporate philanthropy is set in the context of local political economy. This study of corporate giving in a mid-South city finds that community development is not a priority for giving, despite its place in neighborhood and citywide political agendas. Corporate support remains centered on established nonprofit organizations with concerns for traditional charity and service."
8	1990	NVSQ	19:02	Motivational Differences Between Black and White Volunteers	"Several studies have suggested that both altruistic and egoistic motivations help to explain why people choose to volunteer. These theories have been applied universally without regard to cultural differences among volunteer groups. To refine these theories, comparisons were performed between black and white volunteers of a Big Brothers/Big Sisters agency in a southwestern city. The black volunteers were significantly more likely to report altruistic reasons for volunteering than their white counterparts."
9	1990	NVSQ	19:02	Nonprofit and Voluntary Sector Economics: A Critical Survey	"Two areas of study have sparked new interest in the economics profession : the economics of organization in general and the economics of the nonprofit organization in particular. The new economics of organization applies standard (neoclassical) analysis but concentrates on the incentives to individuals within organizations and on how those incentives affect their behavior. Economists have also begun studying what nonprofit enterprises do, why they are formed, how they operate, and how well they perform. Although the neoclassical paradigm is inclusive enough to incorporate the study of the non profit sector, economists must be careful to reexamine their assumptions in using it."
10	1990	NVSQ	19:02	Labor Economics and the Nonprofit Sector: A Literature Review	The economics literature on nonprofit utilization of employees and volunteers is reviewed and synthesized. Economic motivations for volunteering and accepting volunteers are explored along with inter actions between gifts of time and of money and the economic value of volunteer labor. Also examined are factors explaining wage differences between the nonprofit and for-profit sectors and the differential employment of women and minorities.
